VESSEL_NAME,VESSEL_NO,DIRECTION,NUM_BARGES,SOL_DATE,ARRIVAL_DATE,END_OF_LOCKAGE,TIMEZONE,MMSI,Unnamed: 0,DELAY_MINS,SEQ_NO
CAPT ANDY LAKE (TOW),1239502,U,2,2023-10-24 20:05:00,2023-10-24 08:17:00,2023-10-24 20:20:00,CST,,438.0,708.0,-
DAVID O (TOW),637538,U,1,2023-10-24 19:50:00,2023-10-24 07:44:00,2023-10-24 20:00:00,CST,,439.0,726.0,-
CITATION (TOW),1217083,U,3,2023-10-24 19:30:00,2023-10-24 07:43:00,2023-10-24 19:45:00,CST,,440.0,0.0,-
MIKE BECHTOLD ,586008,U,3,2023-10-23 19:35:00,2023-10-23 10:00:00,2023-10-23 19:45:00,CST,,441.0,0.0,-
MR LANDON (TOW 1981) 56X22,636173,D,2,,2023-10-10 23:44:00,,CST,,442.0,503.0,6
HUGH S MONSTED (TOW),1151737,D,2,2023-10-09 04:40:00,2023-10-09 00:43:00,2023-10-09 05:15:00,CST,,443.0,237.0,-
INDEPENDENCE,586238,D,1,2023-10-09 04:20:00,2023-10-09 00:58:00,2023-10-09 04:35:00,CST,,444.0,202.0,-
MISS BETH (TOW),641329,D,1,2023-10-09 03:35:00,2023-10-08 23:55:00,2023-10-09 04:05:00,CST,,445.0,220.0,-
ELLY LANE (TOW),560594,U,2,2023-10-09 01:45:00,2023-10-08 22:07:00,2023-10-09 02:10:00,CST,,446.0,218.0,-
RICHARD B(55X22),5681300,D,0,2023-10-09 01:40:00,2023-10-09 01:35:00,2023-10-09 01:45:00,CST,,447.0,5.0,-
COCODRIE,1259043,U,2,2023-10-09 01:20:00,2023-10-08 21:37:00,2023-10-09 01:40:00,CST,,448.0,223.0,-
RICHARD B(55X22),5681300,D,0,2023-10-09 01:10:00,2023-10-09 01:05:00,2023-10-09 01:20:00,CST,,449.0,0.0,-
LAURA M,1315595,U,2,2023-10-09 00:45:00,2023-10-08 20:01:00,2023-10-09 01:10:00,CST,,450.0,284.0,-
RICHARD B(55X22),5681300,D,0,2023-10-09 00:40:00,2023-10-09 00:35:00,2023-10-09 00:45:00,CST,,451.0,5.0,-
XENA  (TOW 2001) 65X26,1121166,U,1,2023-10-09 00:10:00,2023-10-08 19:53:00,2023-10-09 00:40:00,CST,,452.0,257.0,-
RICHARD B(55X22),5681300,D,0,2023-10-09 00:05:00,2023-10-09 00:00:00,2023-10-09 00:10:00,CST,,453.0,5.0,-
MISS KELLY (TOW 2009),1221425,U,2,2023-10-08 23:35:00,2023-10-08 19:50:00,2023-10-09 00:05:00,CST,,454.0,225.0,-
THERESA B (TOW),561744,U,0,2023-10-08 23:26:00,2023-10-08 23:25:00,2023-10-08 23:30:00,CST,,455.0,1.0,-
RICHARD TOLAR (85X30),1225115,D,2,2023-10-08 22:55:00,2023-10-08 19:48:00,2023-10-08 23:15:00,CST,,456.0,187.0,-
STEVE ALLEY,1322117,D,3,2023-10-08 22:35:00,2023-10-08 19:42:00,2023-10-08 22:50:00,CST,,457.0,0.0,-
DODSON THORNTON,266269,D,3,2023-10-08 21:35:00,2023-10-08 19:45:00,2023-10-08 21:55:00,CST,,458.0,0.0,-
CHARLES E MARTIN (TOW),1107227,D,1,2023-10-08 20:20:00,2023-10-08 19:47:00,2023-10-08 20:40:00,CST,,459.0,33.0,-
PEGGY ANN (TOW),1161429,U,0,2023-10-08 19:19:00,2023-10-08 19:18:00,2023-10-08 19:25:00,CST,,460.0,1.0,-
JADEN PASENTINE,1296289,U,2,2023-10-08 17:35:00,2023-10-08 17:33:00,2023-10-08 18:20:00,CST,,461.0,2.0,-
GW DUNN,578286,D,3,2023-10-08 16:45:00,2023-10-08 12:44:00,2023-10-08 17:35:00,CST,,462.0,241.0,-
MARK L DUPLANTIS,1209682,U,3,2023-10-08 16:30:00,2023-10-08 13:10:00,2023-10-08 16:45:00,CST,,463.0,0.0,-
THERESA B (TOW),561744,D,0,2023-10-08 15:30:00,2023-10-08 15:26:00,2023-10-08 15:35:00,CST,,464.0,4.0,-
RICHARD B(TOW) 55X22,568300,U,0,2023-10-08 15:25:00,2023-10-08 15:24:00,2023-10-08 15:30:00,CST,,465.0,1.0,-
PAT CENAC (TOW),575103,D,3,2023-10-08 14:35:00,2023-10-08 12:35:00,2023-10-08 14:50:00,CST,,466.0,0.0,-
SETH D (TOW 1981) 61X26,634990,U,4,2023-10-08 13:36:00,2023-10-08 13:35:00,2023-10-08 14:10:00,CST,,467.0,1.0,-
AUSTIN,1226787,U,2,,2023-10-18 06:47:00,,CST,,468.0,50.0,12
LAURA ELIZABETH (TOW),501262,U,2,,2023-10-18 06:46:00,,CST,,469.0,51.0,10
MICHELLE GOLDING,1258033,U,2,,2023-10-18 06:46:00,,CST,,470.0,51.0,11
BOO SONIER (TOW 2012),1238039,U,2,,2023-10-18 06:41:00,,CST,,471.0,56.0,9
COUNT FLEET,1294853,D,6,,2023-10-18 06:09:00,,CST,,472.0,88.0,8
FATHER PAT (TOW 2011) 76X35,1237423,D,3,,2023-10-18 06:08:00,,CST,,473.0,89.0,7
DEFENDER,1319784,U,2,,2023-10-18 02:30:00,,CST,,474.0,307.0,5
REBOUND,286204,D,6,,2023-10-18 02:26:00,,CST,,475.0,311.0,4
BEA SONIER (TOW 2011),1230451,D,2,,2023-10-18 01:36:00,,CST,,476.0,361.0,2
AMERICAN PR0GRESS,1265757,D,1,,2023-10-17 22:45:00,,CST,,477.0,532.0,3
BLESSED TRINITY (TOW),1216547,U,5,,2023-10-17 22:41:00,,CST,,478.0,536.0,6
CJ STUDDERT,1273720,U,2,,2023-10-17 22:40:00,,CST,,479.0,537.0,1
CLARK TODD (TOW 2014) 81X30,1255497,D,2,2023-10-18 00:15:00,2023-10-17 22:44:00,2023-10-18 00:55:00,CST,,480.0,91.0,-
THERESA B (TOW),561744,D,0,2023-10-18 00:00:00,2023-10-17 23:58:00,2023-10-18 00:10:00,CST,,481.0,2.0,-
KARNES (TOW 2013) 78X34,1250883,U,2,2023-10-17 23:25:00,2023-10-17 22:36:00,2023-10-18 00:00:00,CST,,482.0,49.0,-
LADY OF PROMPT SUCCOR (TOW),1155422,U,3,2023-10-17 23:10:00,2023-10-17 22:30:00,2023-10-17 23:20:00,CST,,483.0,0.0,-
THERESA B (TOW),561744,D,0,2023-10-17 22:31:00,2023-10-17 22:30:00,2023-10-17 22:35:00,CST,,484.0,1.0,-
BUD GOLDING,1234928,U,2,2023-10-17 21:00:00,2023-10-17 20:17:00,2023-10-17 22:00:00,CST,,485.0,43.0,-
LEISA GAIL STRAFUSS (TOW 2013),1243633,U,2,2023-10-17 20:16:00,2023-10-17 20:15:00,2023-10-17 20:55:00,CST,,486.0,1.0,-
RISEN SAVIOUR (TOW),1191228,D,2,2023-10-17 19:40:00,2023-10-17 16:36:00,2023-10-17 19:50:00,CST,,487.0,0.0,-
STEVE ALLEY (TOW 56X22),506179,D,2,2023-10-17 18:50:00,2023-10-17 16:01:00,2023-10-17 19:00:00,CST,,488.0,0.0,-
SACRED HEART (TOW 73X28),1203067,U,3,2023-10-17 18:20:00,2023-10-17 13:30:00,2023-10-17 18:30:00,CST,,489.0,0.0,-
CALIFORNIA CHROME (TOW 2019),1292966,D,3,2023-10-17 16:55:00,2023-10-17 12:38:00,2023-10-17 17:05:00,CST,,490.0,0.0,-
GOVERNOR MIKE HUCKABEE 80X30,1236450,U,2,2023-10-17 15:40:00,2023-10-17 11:07:00,2023-10-17 15:55:00,CST,,491.0,273.0,-
RESPONDER,543900,U,3,2023-10-17 15:00:00,2023-10-17 09:44:00,2023-10-17 15:10:00,CST,,492.0,0.0,-
DAHLI BROOKE,1248795,U,3,2023-10-17 13:00:00,2023-10-17 09:11:00,2023-10-17 13:05:00,CST,,493.0,229.0,-
CHARLES BOSTON,1276022,D,2,2023-10-17 03:30:00,2023-10-17 03:29:00,2023-10-17 04:30:00,CST,,494.0,1.0,-
SANDRA LEE,1259133,D,2,2023-10-17 02:24:00,2023-10-17 02:23:00,2023-10-17 03:05:00,CST,,495.0,1.0,-
BOLD VENTURE,1301090,D,1,2023-10-17 01:25:00,2023-10-17 01:19:00,2023-10-17 01:45:00,CST,,496.0,6.0,-
CAPT SHAWN D.MARTINEZ(TOW),1238920,D,2,2023-10-17 00:55:00,2023-10-17 00:54:00,2023-10-17 01:20:00,CST,,497.0,1.0,-
FREEDOM (TOW 76X28),505538,U,3,2023-10-16 19:15:00,2023-10-16 17:39:00,2023-10-16 19:25:00,CST,,498.0,0.0,-
SAN BERNARD(TOW 2011)78X34,1235077,U,2,2023-10-16 18:15:00,2023-10-16 17:31:00,2023-10-16 18:55:00,CST,,499.0,44.0,-
THERESA B (TOW),561744,D,0,2023-10-16 18:05:00,2023-10-16 17:40:00,2023-10-16 18:15:00,CST,,500.0,25.0,-
JOHN BOOZMAN (TOW 2011)81X30,1233875,U,2,2023-10-16 17:50:00,2023-10-16 13:35:00,2023-10-16 18:05:00,CST,,501.0,255.0,-
JANIS ELIZABETH (TOW) 72X32,1292294,U,2,2023-10-16 16:55:00,2023-10-16 08:05:00,2023-10-16 17:45:00,CST,,502.0,530.0,-
WAYNE BETHEL (TOW 2015) 84X32,1260560,D,2,2023-10-16 15:58:00,2023-10-16 13:33:00,2023-10-16 16:35:00,CST,,503.0,145.0,-
RICHARD B(55X22),5681300,U,0,2023-10-16 15:49:00,2023-10-16 15:48:00,2023-10-16 15:58:00,CST,,504.0,1.0,-
MAC ANDREW MCKINNEY (TOW),1234978,D,2,2023-10-16 15:05:00,2023-10-16 06:57:00,2023-10-16 15:15:00,CST,,505.0,0.0,-
HENRI (TOW 1999),1080907,D,2,2023-10-16 14:20:00,2023-10-16 08:54:00,2023-10-16 14:40:00,CST,,506.0,326.0,-
CITATION (TOW),1217083,U,0,2023-10-16 14:00:00,2023-10-16 13:34:00,2023-10-16 14:20:00,CST,,507.0,26.0,-
MACKENZIE HOPE (TOW 2016)81X32,1272328,D,2,2023-10-16 13:31:00,2023-10-16 07:02:00,2023-10-16 14:00:00,CST,,508.0,389.0,-
TUCKER M HAMILTON,1316602,U,3,2023-10-16 04:14:00,2023-10-16 03:09:00,2023-10-16 05:20:00,CST,,509.0,65.0,-
RAY CHIEF TONEY (TOW 2015),1265939,D,2,2023-10-16 03:40:00,2023-10-16 02:56:00,2023-10-16 04:14:00,CST,,510.0,44.0,-
SANDPIPER (TOW 2011) 34X78,1237330,U,2,2023-10-16 03:05:00,2023-10-15 21:35:00,2023-10-16 03:40:00,CST,,511.0,330.0,-
UNCLE NU (TOW),624234,U,4,2023-10-16 01:50:00,2023-10-15 19:08:00,2023-10-16 03:00:00,CST,,512.0,402.0,-
AMERICAN RELIANCE (TOW 2016),1270208,U,2,2023-10-16 01:15:00,2023-10-15 22:29:00,2023-10-16 01:45:00,CST,,513.0,166.0,-
CHAMPION ( TOW 2013) 85X35,1247079,U,3,2023-10-16 00:20:00,2023-10-15 17:42:00,2023-10-16 01:10:00,CST,,514.0,398.0,-
PADDY (TOW 1996),1040254,D,2,2023-10-15 23:50:00,2023-10-15 23:49:00,2023-10-16 00:20:00,CST,,515.0,1.0,-
BRANDON KYLE (TOW) 75 X 30,1273532,U,2,2023-10-15 19:30:00,2023-10-15 16:35:00,2023-10-15 20:30:00,CST,,516.0,175.0,-
MADELINE ( TOW 2008 ),1209145,D,2,2023-10-15 19:15:00,2023-10-15 17:34:00,2023-10-15 19:30:00,CST,,517.0,101.0,-
TRUMP IT,675384,D,3,2023-10-15 19:05:00,2023-10-15 16:39:00,2023-10-15 19:10:00,CST,,518.0,0.0,-
INTRA RECOIL(TOW),533346,D,1,2023-10-15 18:45:00,2023-10-15 15:28:00,2023-10-15 18:50:00,CST,,519.0,0.0,-
MARK L DUPLANTIS,1209682,D,3,2023-10-15 17:50:00,2023-10-15 15:13:00,2023-10-15 18:20:00,CST,,520.0,157.0,-
CROSBY TIDE,1078379,D,1,2023-10-15 17:40:00,2023-10-15 15:35:00,2023-10-15 17:45:00,CST,,521.0,125.0,-
ADMIRAL,542081,D,1,2023-10-15 15:05:00,2023-10-15 14:30:00,2023-10-15 15:25:00,CST,,522.0,35.0,-
ARCHIE WILSON ( TOW 90X34 ),1192583,U,1,2023-10-15 14:15:00,2023-10-15 13:53:00,2023-10-15 14:30:00,CST,,523.0,22.0,-
AMERICAN SPIRIT (TOW 2014) 75X,1252998,D,2,2023-10-15 13:55:00,2023-10-15 11:01:00,2023-10-15 14:15:00,CST,,524.0,174.0,-
SOUTHERN BELLE  (TOW),516701,D,3,2023-10-15 13:35:00,2023-10-15 10:28:00,2023-10-15 13:55:00,CST,,525.0,0.0,-
KEVIN ALLEN,1273624,U,2,2023-10-04 00:25:00,2023-10-04 00:04:00,2023-10-04 01:05:00,CST,,526.0,21.0,-
MIKE BECHTOLD,586008,U,3,2023-10-03 19:05:00,2023-10-03 12:24:00,2023-10-03 19:20:00,CST,,527.0,0.0,-
GOVERNOR MIKE HUCKABEE 80X30,1236450,U,2,2023-10-03 06:01:00,2023-10-03 06:00:00,2023-10-03 06:40:00,CST,,528.0,1.0,-
LIV (TOW 2015) 72X30,1261486,U,3,2023-10-03 05:30:00,2023-10-03 04:28:00,2023-10-03 05:45:00,CST,,529.0,0.0,-
THERESA B (TOW),561744,D,0,2023-10-03 04:25:00,2023-10-03 04:19:00,2023-10-03 04:30:00,CST,,530.0,6.0,-
DELACROIX,1256869,U,1,2023-10-03 04:10:00,2023-10-03 03:32:00,2023-10-03 04:25:00,CST,,531.0,38.0,-
HIGH ISLAND (TOW 78X34)2012,1242165,U,2,2023-10-03 03:45:00,2023-10-03 03:11:00,2023-10-03 04:05:00,CST,,532.0,34.0,-
THERESA B (TOW),561744,D,0,2023-10-03 03:36:00,2023-10-03 03:35:00,2023-10-03 03:45:00,CST,,533.0,0.0,-
LILY G BROOKS,1302688,U,3,2023-10-03 03:05:00,2023-10-03 02:13:00,2023-10-03 03:35:00,CST,,534.0,52.0,-
RICHARD B(55X22),5681300,D,0,2023-10-03 03:00:00,2023-10-03 02:57:00,2023-10-03 03:05:00,CST,,535.0,3.0,-
CHIPPEWA,1262260,U,2,2023-10-03 02:20:00,2023-10-03 02:11:00,2023-10-03 03:00:00,CST,,536.0,9.0,-
RICHARD B(55X22),5681300,D,0,2023-10-03 02:11:00,2023-10-03 02:10:00,2023-10-03 02:20:00,CST,,537.0,1.0,-
RITA (TOW),544740,U,3,2023-10-03 01:25:00,2023-10-02 23:29:00,2023-10-03 01:35:00,CST,,538.0,0.0,-
CAPTAIN RAPHAEL (TOW 1980),622432,D,2,2023-10-03 00:10:00,2023-10-02 23:27:00,2023-10-03 00:55:00,CST,,539.0,43.0,-
RICHARD B(55X22),5681300,D,0,2023-10-03 00:00:00,2023-10-02 23:50:00,2023-10-03 00:05:00,CST,,540.0,0.0,-
BEAU ANDREW (TOW),1209107,U,1,2023-10-02 23:45:00,2023-10-02 23:02:00,2023-10-03 00:00:00,CST,,541.0,43.0,-
SWEENEY,1252151,U,2,2023-10-02 23:30:00,2023-10-02 22:08:00,2023-10-02 23:45:00,CST,,542.0,82.0,-
RICHARD B(55X22),5681300,D,0,2023-10-02 23:05:00,2023-10-02 23:00:00,2023-10-02 23:20:00,CST,,543.0,5.0,-
RESPONDER,543900,U,3,2023-10-02 22:40:00,2023-10-02 21:07:00,2023-10-02 23:00:00,CST,,544.0,0.0,-
LINDA HUGHES FARLEY,1273622,D,2,2023-10-02 21:25:00,2023-10-02 20:31:00,2023-10-02 22:15:00,CST,,545.0,54.0,-
THERESA B (TOW),561744,D,0,2023-10-02 21:15:00,2023-10-02 21:10:00,2023-10-02 21:25:00,CST,,546.0,5.0,-
JERIS AUTHEMENT,1252182,U,2,2023-10-02 20:40:00,2023-10-02 19:54:00,2023-10-02 21:15:00,CST,,547.0,46.0,-
BORN AGAIN (TOW),562776,D,3,2023-10-02 20:30:00,2023-10-02 18:05:00,2023-10-02 20:40:00,CST,,548.0,0.0,-
FRANK GOLEMI (TOW),1251200,U,2,2023-10-02 20:00:00,2023-10-02 18:53:00,2023-10-02 20:10:00,CST,,549.0,67.0,-
PARKER JAMES (TOW 72' X 30'),1276020,U,3,2023-10-02 19:15:00,2023-10-02 18:06:00,2023-10-02 19:55:00,CST,,550.0,69.0,-
RICHARD B(55X22),5681300,D,0,2023-10-02 19:03:00,2023-10-02 19:02:00,2023-10-02 19:10:00,CST,,551.0,1.0,-
FATHER PAT (TOW 2011) 76X35,1237423,D,3,2023-10-02 18:35:00,2023-10-02 17:55:00,2023-10-02 18:50:00,CST,,552.0,40.0,-
LADY OF PERPETUAL HELP(TOW),1207724,U,3,2023-10-02 18:20:00,2023-10-02 17:49:00,2023-10-02 18:30:00,CST,,553.0,0.0,-
THERESA B (TOW),561744,D,0,2023-10-02 17:44:00,2023-10-02 17:43:00,2023-10-02 17:52:00,CST,,554.0,1.0,-
COUSHATTA (TOW),1040099,D,2,2023-10-02 17:00:00,2023-10-02 13:13:00,2023-10-02 17:20:00,CST,,555.0,227.0,-
TIM SCOTT,1253090,U,2,2023-10-02 14:00:00,2023-10-02 12:57:00,2023-10-02 14:20:00,CST,,556.0,63.0,-
MARTIN CHALLENGER (TOW),1051672,U,2,2023-10-02 12:50:00,2023-10-02 12:05:00,2023-10-02 13:55:00,CST,,557.0,45.0,-
FRANK GOLEMI (TOW),1251200,D,2,2023-10-02 12:35:00,2023-10-02 11:44:00,2023-10-02 12:50:00,CST,,558.0,51.0,-
SARAH D (TOW),1167754,D,3,2023-10-02 12:00:00,2023-10-02 11:21:00,2023-10-02 12:30:00,CST,,559.0,39.0,-
SOUTHERN BELLE  (TOW),516701,D,3,2023-10-02 11:45:00,2023-10-02 11:14:00,2023-10-02 11:55:00,CST,,560.0,0.0,-
MISS BETH (TOW),641329,U,1,2023-10-02 07:31:00,2023-10-02 07:30:00,2023-10-02 08:00:00,CST,,561.0,1.0,-
RAY S (TOW 2017),1282990,U,2,2023-10-02 07:02:00,2023-10-02 07:02:00,2023-10-02 07:25:00,CST,,562.0,0.0,-
PORT EADS (TOW 2016) 69X30,1263200,D,2,2023-10-02 06:00:00,2023-10-02 05:01:00,2023-10-02 06:40:00,CST,,563.0,59.0,-
AMERICAN LIFE (TOW 2016) 76X34,1268290,D,2,2023-10-02 05:01:00,2023-10-02 05:00:00,2023-10-02 05:45:00,CST,,564.0,1.0,-
COUNT FLEET,1294853,U,2,2023-10-02 02:45:00,2023-10-02 02:35:00,2023-10-02 03:10:00,CST,,565.0,10.0,-
SAN ANTONIO (TOW 2011),1236027,U,2,2023-10-02 02:10:00,2023-10-02 01:15:00,2023-10-02 02:40:00,CST,,566.0,55.0,-
RICHARD B(55X22),5681300,D,0,2023-10-02 02:01:00,2023-10-02 02:00:00,2023-10-02 02:10:00,CST,,567.0,1.0,-
LIBERTY (TOW 75X30),1141276,U,2,2023-10-02 01:10:00,2023-10-02 00:31:00,2023-10-02 01:55:00,CST,,568.0,39.0,-
LESLIE (TOW 73X31),1218576,U,3,2023-10-02 01:00:00,2023-10-01 23:48:00,2023-10-02 01:05:00,CST,,569.0,0.0,-
THERESA B (TOW),561744,D,0,2023-10-02 00:00:00,2023-10-01 23:59:00,2023-10-02 00:15:00,CST,,570.0,1.0,-
BAILEY B,1250234,U,1,2023-10-01 23:05:00,2023-10-01 21:30:00,2023-10-01 23:30:00,CST,,571.0,95.0,-
BROOKE BANTA 75X30,1233112,D,2,2023-10-01 22:30:00,2023-10-01 20:38:00,2023-10-01 23:05:00,CST,,572.0,112.0,-
STEVE ALLEY (TOW 56X22),506179,U,3,2023-10-01 22:25:00,2023-10-01 19:52:00,2023-10-01 22:30:00,CST,,573.0,0.0,-
CHARLIE C (TOW),544273,D,3,2023-10-01 21:35:00,2023-10-01 19:28:00,2023-10-01 21:40:00,CST,,574.0,0.0,-
MARGARET ANNE (TOW 2017) 81X32,1275151,U,2,2023-10-01 20:05:00,2023-10-01 19:18:00,2023-10-01 20:40:00,CST,,575.0,47.0,-
BERDON LAWRENCE,1306286,U,2,2023-10-01 19:05:00,2023-10-01 17:35:00,2023-10-01 20:00:00,CST,,576.0,90.0,-
JEFF KINDL (TOW 2016) 86X35,1266571,D,3,2023-10-01 18:55:00,2023-10-01 17:20:00,2023-10-01 19:05:00,CST,,577.0,0.0,-
DODSON THORNTON,266269,D,3,2023-10-01 16:55:00,2023-10-01 14:23:00,2023-10-01 17:00:00,CST,,578.0,0.0,-
AMAZING GRACE (TOW 1958),277588,U,1,2023-10-01 15:25:00,2023-10-01 14:31:00,2023-10-01 15:50:00,CST,,579.0,54.0,-
FATHER PAT (TOW 2011) 76X35,1237423,U,3,2023-10-01 15:05:00,2023-10-01 14:14:00,2023-10-01 15:20:00,CST,,580.0,0.0,-
MISS AMANDA M,1299362,U,1,2023-10-01 14:11:00,2023-10-01 14:10:00,2023-10-01 14:50:00,CST,,581.0,1.0,-
THERESA B (TOW),561744,U,0,2023-09-19 06:36:00,2023-09-19 06:35:00,2023-09-19 06:43:00,CST,,582.0,1.0,-
CSS SHENANDOAH (TOW 2019),1300154,D,1,2023-09-19 06:20:00,2023-09-19 05:48:00,2023-09-19 06:30:00,CST,,583.0,32.0,-
MARK L DUPLANTIS,1209682,D,2,2023-09-19 06:00:00,2023-09-19 05:18:00,2023-09-19 06:15:00,CST,,584.0,0.0,-
PAT CENAC (TOW),575103,D,3,2023-09-19 03:43:00,2023-09-19 03:42:00,2023-09-19 04:25:00,CST,,585.0,1.0,-
CHARLIE MELANCON ( TOW ),1209021,U,2,2023-09-19 00:50:00,2023-09-19 00:42:00,2023-09-19 01:20:00,CST,,586.0,8.0,-
ANITA EVE SHARP  (TOW 1985),680357,U,5,2023-09-19 00:30:00,2023-09-18 23:17:00,2023-09-19 00:45:00,CST,,587.0,0.0,-
THERESA B (TOW),561744,D,0,2023-09-18 23:21:00,2023-09-18 23:20:00,2023-09-18 23:35:00,CST,,588.0,1.0,-
JOYCE MAXINE (TOW 2006) 70X28,1182602,U,2,2023-09-18 21:50:00,2023-09-18 20:49:00,2023-09-18 22:05:00,CST,,589.0,61.0,-
BORN AGAIN (TOW),562776,U,3,2023-09-18 21:30:00,2023-09-18 20:43:00,2023-09-18 21:45:00,CST,,590.0,0.0,-
LADY OF PROMPT SUCCOR (TOW),1155422,U,3,2023-09-18 20:30:00,2023-09-18 19:38:00,2023-09-18 20:40:00,CST,,591.0,0.0,-
REPOSE,1041355,D,3,2023-09-18 19:45:00,2023-09-18 18:24:00,2023-09-18 19:55:00,CST,,592.0,0.0,-
GEORGE ROWE (TOW),912893,D,2,2023-09-18 18:15:00,2023-09-18 15:00:00,2023-09-18 19:15:00,CST,,593.0,195.0,-
FRITZ BLESSEY (TOW 2006) 82X30,1181185,U,2,2023-09-18 17:40:00,2023-09-18 12:44:00,2023-09-18 18:15:00,CST,,594.0,296.0,-
CANVASBACK,1237722,D,2,2023-09-18 17:10:00,2023-09-18 12:08:00,2023-09-18 17:40:00,CST,,595.0,302.0,-
MR T  (TOW),628338,D,3,2023-09-18 16:55:00,2023-09-18 12:05:00,2023-09-18 17:05:00,CST,,596.0,0.0,-
SCOTT R WILSON (TOW),1114162,D,2,2023-09-18 16:26:00,2023-09-18 12:06:00,2023-09-18 16:35:00,CST,,597.0,260.0,-
MANNIE (TOW 2009),1217770,D,2,,2023-10-19 05:23:00,,CST,,598.0,119.0,8
MISS GABRIELLA,1265914,D,2,,2023-10-19 05:22:00,,CST,,599.0,120.0,7
RENEE T WHATLEY (TOW),1194317,D,1,,2023-10-19 05:19:00,,CST,,600.0,123.0,6
SWEENEY,1252151,D,2,,2023-10-19 04:24:00,,CST,,601.0,178.0,5
CHAD DOUGLAS,1304256,U,2,,2023-10-19 02:00:00,,CST,,602.0,322.0,4
BEA SONIER (TOW 2011),1230451,U,2,,2023-10-19 01:59:00,,CST,,603.0,323.0,3
JACKIE GONSOULIN ( TOW ),1194711,U,2,,2023-10-18 23:37:00,,CST,,604.0,465.0,2
MIKE MITCHELL,624349,D,6,,2023-10-18 16:28:00,,CST,,605.0,894.0,9
JOYCE MAXINE (TOW 2006) 70X28,1182602,U,2,2023-10-19 06:30:00,2023-10-18 17:53:00,2023-10-19 06:55:00,CST,,606.0,757.0,-
BLANCO ( TOW 2011 ) 84X32,1235527,D,2,2023-10-19 04:30:00,2023-10-18 17:34:00,2023-10-19 05:10:00,CST,,607.0,656.0,-
HIGH ISLAND (TOW 78X34)2012,1242165,D,2,2023-10-19 03:45:00,2023-10-18 13:40:00,2023-10-19 04:25:00,CST,,608.0,845.0,-
TIM SCOTT,1253090,D,2,2023-10-19 03:15:00,2023-10-18 15:45:00,2023-10-19 03:40:00,CST,,609.0,690.0,-
POINT A LA HACHE,1265682,D,2,2023-10-19 02:30:00,2023-10-18 11:57:00,2023-10-19 03:10:00,CST,,610.0,873.0,-
PHILIP (TOW 1995),1033117,D,2,2023-10-18 23:45:00,2023-10-18 09:25:00,2023-10-19 00:15:00,CST,,611.0,860.0,-
COCODRIE,1259043,D,2,2023-10-18 23:00:00,2023-10-18 07:58:00,2023-10-18 23:40:00,CST,,612.0,902.0,-
ST. MATTHIAS,1273328,U,6,,2023-10-26 06:25:00,,CST,,613.0,0.0,16
REBOUND,286204,U,6,,2023-10-26 04:43:00,,CST,,614.0,144.0,14
ASPEN (TOW 2016) 75X34,1270614,U,2,,2023-10-26 04:35:00,,CST,,615.0,152.0,13
 TOM CORNWELL  ,1307050,D,6,,2023-10-25 22:12:00,,CST,,616.0,535.0,12
JOHN BOOZMAN (TOW 2011)81X30,1233875,D,2,,2023-10-25 22:09:00,,CST,,617.0,538.0,11
ALLIE BROOKE DEVALL,1214852,D,3,,2023-10-25 22:05:00,,CST,,618.0,542.0,10
INTRA RECOIL(TOW),533346,D,2,,2023-10-25 22:00:00,,CST,,619.0,547.0,9
TRUMP IT,675384,D,6,,2023-10-25 20:21:00,,CST,,620.0,646.0,8
LADY OF PROMPT SUCCOR (TOW),1155422,D,6,,2023-10-25 19:59:00,,CST,,621.0,668.0,7
RESOLUTION (TOW),629784,D,6,,2023-10-25 16:40:00,,CST,,622.0,867.0,6
MIKE MITCHELL,624349,U,5,,2023-10-25 14:50:00,,CST,,623.0,977.0,15
AVENGER,1244673,D,2,,2023-10-25 13:27:00,,CST,,624.0,1060.0,5
GREGORY P FRAZIER (TOW),552463,D,6,,2023-10-25 12:17:00,,CST,,625.0,1130.0,4
LESLIE (TOW 73X31),1218576,D,6,,2023-10-25 12:09:00,,CST,,626.0,1138.0,3
CJ STUDDERT,1273720,D,2,,2023-10-25 12:07:00,,CST,,627.0,1140.0,2
EVERETT C (TOW 2018) 72X30,1281643,D,2,2023-10-26 06:35:00,2023-10-25 11:30:00,2023-10-26 07:00:00,CST,,628.0,1145.0,-
BOLD VENTURE,1301090,D,1,2023-10-26 06:10:00,2023-10-25 09:32:00,2023-10-26 06:30:00,CST,,629.0,1238.0,-
CROSBY EXPRESS,521797,U,0,2023-10-26 05:55:00,2023-10-26 05:22:00,2023-10-26 06:10:00,CST,,630.0,33.0,-
JEFF KINDL (TOW 2016) 86X35,1266571,U,4,2023-10-26 01:00:00,2023-10-25 11:17:00,2023-10-26 01:10:00,CST,,631.0,0.0,-
HUD JOSEPH (TOW 60X24 ),642513,U,1,2023-10-26 00:30:00,2023-10-25 21:00:00,2023-10-26 00:40:00,CST,,632.0,210.0,-
SPINDLETOP (TOW 2011),1233372,U,2,2023-10-26 00:15:00,2023-10-25 11:00:00,2023-10-26 00:25:00,CST,,633.0,795.0,-
RICHARD B(55X22),5681300,D,0,2023-10-26 00:10:00,2023-10-26 00:07:00,2023-10-26 00:15:00,CST,,634.0,3.0,-
